Artist,Song,Text
Justin Bieber,Drummer Boy,"Come, they told me,  
Pa rum pum pum pum  
Our new born king to see,  
Pa rum pum pum pum  
Our finest gifts we bring,  
Pa rum pum pum pum  
To lay before the king,  
Pa rum pum pum pum,  
Ra pum pum pum,  
Ra pum pum pum  
  
Ra pum pum pum,  
Ra pum pum pum pum pum,  
Yeah I'm on the drum,  
Yeah I'm on the stand drum,  
Yeah I'm on the beat 'cause the beat goes dumb,  
And they only spare heat 'cause I'm playing for the sun,  
Playing for the king, playing for the title,  
I'm surprised you didn't hear this in the Bible,  
I'm so tight I might go psycho,  
Christmas time so here's a recital,  
I'm so bad like Michael I know,  
I'm still young but I go I go,  
Stupid, stupid, love like cupid,  
I'ma drummer boy so do, do  
  
Little baby,  
Pa rum pum pum pum  
I am a poor boy too,  
Pa rum pum pum pum (gather round the mistletoe real quick)  
I have no gifts to bring,  
(He he matter fact let's gather round the fireplace while we get hot here)  
That's fit to give our king, (Bieber what'd up?)  
Pa rum pum pum pum, (yeah)  
Ra pum pum pum, (yeah)  
Ra pum pum pum (yeah) (I'm gonna get straight to it)  
  
At the table with the family,  
Having dinner, Blackberry on the hip and then the game a little slicker,  
Then it gave a lil' flicker then  
I took a look to see, before it activates the ringer  
Came to realize the homie Bieber hit me on the Twitter,  
Then I hit him back that's right I had some food up on my fingers,  
Sipping eggnog, with a little sprinkle of vanilla,  
Even though it's kind of cool I'm pulling on a chinchilla,  
Bieber hit me back and said lets make it hot up in the winter,  
I said cool, cool,  
You know I will deliver let's collaborate and make the holiday a little
bigger,  
Before we work I gotta get this off,  
See the other family members and drop gifts off,  
Then I'm headed to the studio 'cause ain't nothing stopping,  
How you know we about to turn it up and really get it poppin' now,  
People everywhere and all our twitter followers,  
Merry Christmas, Kwanzaa, happy Hanukkah!  
  
Mary nodded,  
Pa rum pum pum pum  
The ox and lamb kept time,  
Pa rum pum pum pum  
I played my drum for him,  
Pa rum pum pum (yeah yeah yeah)  
I played my best for him,  
Pa rum pum pum pum  
Rum pum pum pum  
Rum pum pum pum  
  
If you wanna give it's the time of year,  
JB on the beat yeah yeah I'm on the stand,  
It's crazy how some people say they don't care,  
When there's people on the street with no food it's not fair,  
It's about time for you to act merrily,  
It's about time for you give to charity,  
Rarely to people don't wanna even help at all,  
'Cause they wont bother buying getting toys getting dolls,  
Not thinking there's a family out hungry and cold,  
Wishin' wishin' that they had somebody they could hold,  
So I think some of you need to act bold,  
Can we give to a tribe let's change the globe,  
  
Ima drummer boy so do, do  
Ima drummer boy so do, do  
Ima drummer boy so do, do  
Ima drummer boy so do, do  
Ima drummer boy so do, do

"
Justin Bieber,Fall,"Let me tell you a story  
About a girl and a boy  
He fell in love with his best friend when she's around,  
He feels nothing but joy  
But she was already broken,  
And it made her blind  
But she could never believe that love would ever treat her right  
But did you know that I loved you  
Or were you not aware?  
Well you're the smile on my face  
And I ain't going nowhere  
I'm here to make you happy,  
I'm here to see you smile  
But I've been wanting to tell you this for a long while  
  
Who's gonna make you fall  
In love  
I know you got your wall wrapped all the way around your heart  
Don't have to be scared at all, oh my love  
But you can't fly unless you let your  
You can't fly unless you let yourself fall  
  
Well I can tell you're afraid of  
What this might do  
'Cause we got such an amazing friendship and that you don't wanna lose  
Well I don't wanna lose it either  
But I don't think I can stay sitting around while you're hurting babe  
So take my hand  
Well did you know you're an angel  
Who forgot how to fly?  
And did you know that it breaks my heart every time to see you cry  
'Cause I know that it piece of you is gone every time he done wrong  
I'm the shoulder you're crying on  
And I hope by the time that I'm done with this song, I figure out  
  
What's gonna make you fall in love  
I know you got your wall wrapped all the way around your heart  
You don't have to be scared at all, oh my love  
But you can't fly unless you let your  
You can't fly unless you let yourself fall  
  
I will catch you if you fall  
I will catch you if you fall  
Well I will catch you if you fall  
And if you spread your wings  
You can fly away with me  
But you can't fly unless you let your  
You can't fly unless you let yourself fall  
  
In love  
I know you got your wall wrapped all the way around your heart  
Don't have to be scared at all, oh my love  
But you can't fly unless you let your  
Let yourself fall oh baby

"
Justin Bieber,Flatline,"Flatline  
Flatline  
Flatline  
Flatline  
  
Lately you've been busy, wondering if you miss me  
Why did you go against me? I just wanna know  
How come you act so different?  
Talk to me I'll listen  
All the love I'm giving  
Don't act like you don't know  
  
I was out there on the road  
Life out of control  
She became a victim to my busy schedule  
And I know that it's not fair  
That don't mean that I don't care  
This one's dedicated to the girl out there  
  
Girl you always catch me at the bad time  
When I know you probably think it's a lie  
I know I told you last time was the last time  
How could you pull the plug and let me flatline?  
Flatline [x2]  
How could you pull the plug and let me flatline?  
Cause when I hit you, you don't even reply  
How could you pull the plug and let me flatline?  
  
Not breathing, what is it I'm not seeing  
Said she's leaving, damn I can't believe it  
It's like my heart's bleeding knowing that you don't need me  
Shut my heart down, now I don't know what imma do now  
  
I was out there on the road  
Life out of control  
She became a victim to my busy schedule  
And I know that it's not fair  
That don't mean that I don't care  
This one's dedicated to the girl out there  
  
Girl you always catch me at the bad time  
When I know you probably think it's a lie  
I know I told you last time was the last time  
How could you pull the plug and let me flatline?  
Flatline [x2]  
How could you pull the plug and let me flatline?  
Cause when I hit you, you don't even reply  
How could you pull the plug and let me flatline?  
  
Girl you always catch me at the bad time [x2]  
I know I told you last time was the last time [x2]  
How could you pull the plug and let me flatline? (Flatline)  
  
Girl you always catch me at the bad time  
When I know you probably think it's a lie  
I know I told you last time was the last time  
How could you pull the plug and let me flatline?  
Flatline [x2]  
How could you pull the plug and let me flatline?  
Cause when I hit you, you don't even reply  
How could you pull the plug and let me flatline?

"
Justin Bieber,Forever,"I think I found my girl, if it's you then holla!  
Think I found my girl, if it's you then holla!  
Think I found my girl, if it's you then speak to me  
  
Girl it's getting late, the sun's going down  
And it's about the time to shake my cross the town  
But before I go, I just wanna say  
That you stay on my mind each and everyday  
  
I think I'm starting to like  
The time that we spend  
And it's building inside  
Then I can't pretend  
  
No I don't wanna fight it, I don't wanna hide the way I feel  
So I guess it's time for me to say  
That I got eyes for you baby, I want us to be together  
  
And if you feel it too, tell me, no one will treat you better  
Cause on nights like this, it's good to know that you got someone by your side
like this  
The more and more you feel like you can live your life like this  
And then you say, 'hope this will last forever'  
  
Don't know if is love, it's too early to say  
But if it's something like it I just want it to remain  
Don't know if you're the one, that takes a little time  
But in the mean time, girl you're feeling just fine  
Cause the way you look at me, never seen that look before  
And if it's a hint of what's to come then maybe can I get some more?  
  
Not trying to be too forward, but I think it's best for you to know  
I got eyes for you baby, I want us to be together  
  
And if you feel it too, tell me, no one will treat you better  
Cause on nights like this, it's good to know that you got someone by your side
like this  
The more and more you feel like you can live your life like this  
And then you say, 'hope this will last forever'  
  
I think I found my girl, if it's you then holla!  
Think I found my girl, if it's you then holla!  
Think I found my girl, if it's you then speak to me  
  
I think I found my girl, if it's you then holla!  
Think I found my girl, if it's you then holla!  
Think I found my girl, if it's you then speak to me  
  
I got eyes for you baby, I want us to be together  
  
And if you feel it too, tell me, no one will treat you better  
Cause on nights like this, it's good to know that you got someone by your side
like this  
The more and more you feel like you can live your life like this  
And then you say, 'hope this will last forever'  
  
I got eyes for you baby, I want us to be together  
  
And if you feel it too, tell me, no one will treat you better  
Cause on nights like this, it's good to know that you got someone by your side
like this  
The more and more you feel like you can live your life like this  
And then you say, 'hope this will last forever'  
  
I think I found my girl, if it's you then holla!  
Think I found my girl, if it's you then holla!  
Think I found my girl, if it's you then speak to me  
  
I think I found my girl, if it's you then holla!  
Think I found my girl, if it's you then holla!  
Think I found my girl, if it's you then speak to me

"
Justin Bieber,Gas Pedal Remix,"H-h-h-h-holy shhh....  
  
[Hook:]  
Slow down, grab the wall  
Wiggle like you trying to make yo ass fall off  
Hella thick I wanna smash 'em all  
Now speed up, gas pedal (5x)  
Now speed up, gas pedal (3x)  
  
[Justin Bieber]  
I put my foot down, yeah that's the way it is  
Its looking good now, what you see is what you get  
Neighborhoods hella jealous when they see the whips  
Pull up in the gun metal Rari with a fresh fit  
Gas pedal, gas pedal  
Tryin' to keep up like ad-der-all  
I ain't even stressing no, at-at all  
So presidential, I'm fed-er-al  
I'm tryin' to get there  
So when I get there  
I'mma make sure you won't forget babe  
So hold on, don't sweat it babe  
It's all but ready, know your assets, yeah I'm ready baby  
So hold on you won't forget it baby  
Yeah you know I'm ready if you're ready baby  
Gotta take the short route  
Pedal to the floor, watch me peel out  
  
[Hook:]  
Slow down, grab the wall  
Wiggle like you trying to make yo ass fall off  
Hella thick I wanna smash 'em all  
Now speed up, gas pedal (5x)  
Now speed up, gas pedal (3x)  
  
[Sage the Gemini]  
[?]  
It's going up, no explaining the escalator  
I'm trying to keep this here alive the bae's respirator  
Let 'em see me shine they call me one hit wonder now I'm at 3 times  
I'm seeing big things now they want me blind  
[?]  
Kelly boy, hbk, I make songs like it's my last name I must be Trey  
Ballin' like Dave Chappelle [?]  
More money for the bay, and no we ain't gon pass the ball  
Haters die slow and get your [?]  
Audi S7 sport pass 'em all  
Speed up, gas pedal  
  
[Justin Bieber]  
I'm tryin' to get there  
So when I get there  
I'mma make sure you won't forget babe  
So hold on, don't sweat it babe  
It's all but ready, know your assets, yeah I'm ready baby  
So hold on you won't forget it baby  
Yeah you know I'm ready if you're ready baby  
Gotta take the short route  
Pedal to the floor, watch me peel out  
  
[Hook:]  
Slow down, grab the wall  
Wiggle like you trying to make yo ass fall off  
Hella thick I wanna smash 'em all  
Now speed up, gas pedal (5x)  
Now speed up, gas pedal (3x)  
  
[Iamsu]  
I'm the bomb you can't disarm me  
I need multiple cuts like a swiss army  
And I hope that she ain't looking for no prince charming  
Charm yo ass in the cab on the next morning  
Tell the driver gas pedal, yo Suzy I got cash to blow  
Follow the leader, in high school I was an under-achiever  
Made haters believers, or beliebers, look at me sir  
Went from nobodies to 20k for a feature  
Eat your heart out you should take the [?] out  
To the city from my mom house, now I ball with my tongue out  
Pull out my chain and think that the sun out  
When you walk in the building the bitches run out  
It should be already platinum before it come out  
We should do it major look in the eyes of my haters they say  
  
[Hook:]  
Slow down, grab the wall  
Wiggle like you trying to make yo ass fall off  
Hella thick I wanna smash 'em all  
Now speed up, gas pedal (5x)  
Now speed up, gas pedal (3x)  
  
[Justin Bieber]  
I'm tryin' to get there  
So when I get there  
I'mma make sure you won't forget babe  
So hold on, don't sweat it babe  
It's all but ready, know your assets, yeah I'm ready baby  
So hold on you won't forget it baby  
Yeah you know I'm ready if you're ready baby  
Gotta take the short route  
Pedal to the floor, watch me peel out  
  
[Hook:]  
Slow down, grab the wall  
Wiggle like you trying to make yo ass fall off  
Hella thick I wanna smash 'em all  
Now speed up, gas pedal (5x)  
Now speed up, gas pedal (3x)

"
Justin Bieber,Get Used To Me,"[Verse 1]  
Subjected to my system  
Reflecting on the days  
When we used to be just friends  
Protected both our interest  
Our trust was in a bank  
That's where our hearts were safe  
  
[Pre-Chorus]  
And then we got closer  
Separated from my ex  
Til we got closure  
Oh, in every visit  
Feelings got stronger  
Now this is out our hands  
Our love is here to stay  
  
[Chorus]  
So get used to me checking in  
All day  
Get used to me falling through  
Just to see your face  
There ain't a moment  
I won't need your brace  
Get used to me touching you  
Get used to me loving you  
Oh get used to it, eh  
Oh get used to it, eh  
Oh get used to it, oh and oh  
Get used to me holding you  
Get used to me woeing you  
Oh get used to it  
  
[Verse 2]  
And I'm a April shower you  
Forever if I May  
'Til your flowers bloom in June  
Make sure that our fireworks  
Be your 4th of July  
For life  
As long as you stand right by my side  
  
[Pre-Chorus]  
Keep growing closer  
Throughout October  
Oh counting down, it's almost Christmas Eve  
Oh seven days shy of New Year's Eve  
Then we'll be celebrating  
  
[Chorus]  
So get used to me checking in  
All day  
Get used to me falling through  
Just to see your face  
There ain't a moment  
I won't need your brace  
Get used to me touching you  
Get used to me loving you  
Oh get used to it, eh  
Oh get used to it, eh  
Oh get used to it, oh and oh  
Get used to me holding you  
Get used to me woeing you  
Oh get used to it  
  
[Bridge]  
I ain't going nowhere  
I ain't going nowhere, oh no  
I ain't going nowhere  
I ain't going nowhere, oh no  
Put your faith in me  
I'll be all you need, I swear  
Yeah yeah  
I'm gonna be right here, yeah  
  
[Chorus]  
So get used to me checking in  
All day  
Get used to me falling through  
Just to see your face  
There ain't a moment  
I won't need your brace  
Get used to me touching you  
Get used to me loving you  
Oh get used to it, eh  
Oh get used to it, eh  
Oh get used to it, oh and oh  
Get used to me holding you  
Get used to me woeing you  
Oh get used to it  
  
[Vamp]  
I know you getting used to it  
I know you getting used to it  
(Get used to it)  
I know you getting used to it  
I know you getting used to it  
(Oh get used to it)

"
Justin Bieber,Girlfriend,"Since the first day I met her I knew she was the one  
Or  
I know she's the one I've been searching for all my life  
Or  
There's not a day that I could go without her, I have to see her beautiful
face  
Or  
Every time I'm with her I fell like if I'm dreaming  
Or  
I just can't stop thinking about her  
Or  
I love everything about her, there's not one thing that I'll ever change about
her  
Or  
There's something about her that makes me fall in love with her within
everyday  
Or  
It's like a dream come true, I still can't believe how a pretty lady like her
fell in love with me  
Or  
She's the best girlfriend I've had so far  
Well that's all I got for now!

"
Justin Bieber,Heartbreaker,"Girl you don't know how I feel (how I really feel)  
Since you been away, oh baby  
Any chance that you could take my call (take my call), if I got you today  
You say that you don't wanna talk but it's cool  
I've been thinking about you all day long, hoping you pick up your phone  
  
And I know that I don't wanna lose your love, oh baby, oh baby, oh baby  
  
Oh girl I got a secret place that we can go  
'Cause I really wanna be alone  
And baby nobody else gotta know  
Just meet me later on the low  
  
Don't tell me you're my heartbreaker  
'Cause girl my heart is breaking  
Don't tell me you're my heartbreaker  
'Cause girl my heart is breaking  
  
Girl you see me standing here (standing here)  
Standing in the rain(oh baby)  
Any chance that you could stay right here  
And never go away  
  
You say that you don't wanna talk but it's cool  
I've been thinking about you all day long, hoping you pick up your phone  
  
And I know that I don't wanna lose your love, oh baby, oh baby, oh baby  
  
Oh girl I got a secret place that we can go (secret place that we can go)  
'Cause I really wanna be alone (I really wanna be alone)  
And baby nobody else gotta know (nobody else)  
Just meet me later on the low (would you meet me on the low, girl)  
  
Don't tell me you're my heartbreaker (baby don't tell me, no)  
'Cause girl my heart is breaking  
Don't tell me you're my heartbreaker (oh baby)  
'Cause girl my heart is breaking (heart is breaking)  
  
So what I'm really trying to say is, and what I hope you understand  
Is despite of all the imperfections of who I am I still wanna be your man  
I know it hasn't been easy for us to talk with everyone being around  
But, this is, this is personal, this is, for me and you  
And I want you to know that I still love you  
And I know the seasons may change  
But sometimes love goes from sunshine to rain  
But I'm under this umbrella and I'm calling your name  
And you know I don't wanna lose that  
  
(I still believe)  
I still believe in love  
I still believe in us  
I hope you believe in us  
The way I believe in us  
  
You don't see, 'cause what you don't see, is when we don't speak  
I really don't sleep, I wanna talk to ya  
And if I had the world in my hands I'd give it all to ya  
I wanna know if you feeling, the way that I'm feelin'  
I wanna know if you feeling, the way that I, the way that I  
  
You told me to be careful with your heart, your baby jeans  
  
You told me to be careful with your heart, your heart  
Be careful with your heart

"
Justin Bieber,I Am Your Man,"I always see the girls walk past me  
But they really don't know what I'm like  
I'm funny, talented and stupid  
I hate boys because they try to take my women  
They get on my nerves so I start pokin  
  
So I keep on saying  
I can't stand guys  
They have ugly eyes  
They smell like cats  
And are fats  
They are so stupid  
They act like cupid  
But they don't know I I am your man  
Ha  
(Your man)  
Lalalala  
(Your man)

"
Justin Bieber,I'll Be There,"[Verse 1]  
Crying up above, I'm just here to take you away  
Don't worry 'bout a thing, I'm just focused on you today  
  
[Pre-Chorus]  
You're laid out  
You were raised up in a poor town  
Roll up, baby roll up  
So hard to leave, but I know I gotta go now  
Paris and London (on top of the world)  
Baby we're so down (will you be my girl?)  
Something I wanna say  
Yeah, you know I'll be there  
  
[Chorus]  
I'll be there for you, even though I'm gone  
Holding you close babe, close to my heart  
I'll be there for you, even though I'm gone  
Holding you close babe, close to my heart  
  
[Verse 2]  
I see my phone ring, hope it's you babe  
You sent me a picture, well I sent one too  
I'm just tryna keep this love on track  
Oh babe, I got your heart and I won't give it back  
  
[Pre-Chorus]  
You're laid out  
You were raised up in a poor town  
Roll up, baby roll up  
So hard to leave, but I know I gotta go now  
Paris and London (on top of the world)  
Baby we're so down (will you be my girl?)  
Something I wanna say  
Yeah, you know I'll be there  
  
[Chorus]  
I'll be there for you, even though I'm gone  
Holding you close babe, close to my heart  
I'll be there for you, even though I'm gone  
Holding you close babe, close to my heart  
  
[Bridge]  
Holding you close to my heart  
Uh, yeah, so I'm laid back in the Maybach  
Damn these seats go way back  
I was thinking about way back  
When we used to say that  
I was yours, you were mine  
And we fought to pass the time  
And I realized, I realized, that we  
(Babe) no matter what  
(Babe) no matter what  
(Babe) no matter what (oh)  
Babe, babe, babe, yeah, yeah  
  
[Chorus]  
I'll be there for you, even though I'm gone  
Holding you close babe, close to my heart  
I'll be there for you, even though I'm gone  
Holding you close babe, close to my heart  
I'll be there for you, even though I'm gone  
Holding you close babe, close to my heart  
I'll be there for you, even though I'm gone  
Holding you close babe, close to my heart

"
Justin Bieber,I'll Show You,"[Verse 1]  
My life is a movie and everyone's watching  
So let's get to the good part and past all the nonsense  
  
[Pre-Chorus]  
Sometimes it's hard to do the right thing  
When the pressure's coming down like lightning  
It's like they want me to be perfect  
When they don't even know that I'm hurting  
  
[Chorus]  
Cause life's not easy, I'm not made out of steel  
Don't forget that I'm human, don't forget that I'm real  
Act like you know me, but you never will  
There's one thing that I know for sure  
I'll show you  
I'll show you  
I'll show you  
I'll show you  
  
[Verse 2]  
I've got to learn things, learn them the hard way  
Got to see what it feels like, no matter what they say  
  
[Pre-Chorus]  
Sometimes it's hard to do the right thing  
When the pressure's coming down like lightning  
It's like they want me to be perfect  
When they don't even know that I'm hurting  
  
[Chorus]  
Cause life's not easy, I'm not made out of steel  
Don't forget that I'm human, don't forget that I'm real  
Act like you know me, but you never will  
There's one thing that I know for sure  
I'll show you  
I'll show you  
I'll show you  
I'll show you  
Cause life's not easy, I'm not made out of steel  
Don't forget that I'm human, don't forget that I'm real  
Act like you know me, but you never will  
There's one thing that I know for sure  
  
[Outro: Acoustic]  
I'll show you  
I'll show you

"
Justin Bieber,Kiss and Tell,"Yeah  
J-J-J jb  
Yeah, whoa, whoa  
No, noo,  
  
Now I can see it girl,  
You ain't gotta say nothing  
Your lips are callin me,  
Like they wanna do something,  
  
I feel the chemistry,  
Yeah we got it made,  
A little kiss is a definite possibility,  
Seen you a couple times,  
Had a couple conversations,  
Since you've been on my mind,  
Had a couple observations,  
  
If you a fly chick,  
You could be my chick,  
Play by the rules and  
You could get what I get,  
  
Just keep it quiet,  
Keep it on the hush  
(Yeah, yeah)  
And what we do keep it just between us,  
(Yeah, yeah)  
  
I don't want to see a tweet about jb,  
Cause the only people that should know,  
Is you and me so,  
  
Baby, I know that you're cool  
With rockin with me,  
But I can't have you tellin everybody  
You got me all twisted with your lips  
Like this,  
  
So tell me, tell me,  
Are you gonna kiss, kiss and tell,  
Tell me are you gonna kiss, kiss and tell  
Tell me are you gonna kiss me  
Then tell everybody,  
That you got me twisted  
With your lips girl,  
Are you gonna kiss and tell,  
  
It's confidential,  
No one has to do with it,  
Just you and me girl,  
Tellin' will ruin it,  
  
Don't need that tmz,  
All in our privacy,  
Use em' lips for kissin girl,  
If you wanna ride with me,  
  
And if you wanna tell somebody,  
Then we can call the whole thing off,  
No Problem  
  
You can go your way,  
And I'll go mine,  
But I'd rather spend a little time with you,  
Yeah,  
  
Just keep it quiet,  
(Yeah, yeah)  
Keep it on the hush,  
And what we do,  
Keep it just between us,  
(Yeah, yeah)  
  
I don't wanna see a tweet about jb,  
Cause the only people that should know,  
Is you and me so,  
  
Baby, I know that you're cool  
With rockin with me,  
But I can't have you tellin everybody  
You got me all twisted with your lips like this,  
  
So tell me, tell me,  
Are you gonna kiss, kiss and tell,  
Tell me are you gonna kiss, kiss and tell  
Tell me are you gonna kiss me  
Then tell everybody,  
That you got me twisted with your lips,  
Girl are you gonna kiss and tell,  
  
Tell, said are you gonna kiss and tell,  
Tell, said are you gonna kiss and tell,  
Tell, said are you gonna kiss and tell,  
Kiss and tell  
  
Oh,  
Don't tell your homies,  
Don't tell you mama,  
Don't tell your girlfriend,  
That'll start some drama,  
  
Stay off that facebook,  
I'll treat you real good,  
You keep this private,  
And you can get what I get,  
(Ohh)  
  
Baby, I know that you're cool  
With rockin with me,  
But I can't have you tellin everybody,  
You got me all twisted with your lips like this,  
  
So tell me, tell me,  
Are you gonna kiss, kiss and tell,  
Tell me are you gonna kiss, kiss and tell  
Tell me are you gonna kiss me,  
Then tell everybody,  
That you got me twisted  
With your lips girl,  
Are you gonna kiss and tell,  
  
Whoa,  
Kiss and tell,  
Whoa, whoa  
  
I'm not about that,  
If you're gonna kiss and tell  
No, no, no  
If you're gonna kiss and tell,  
If you're gonna kiss and tell,  
That's not me

"
Justin Bieber,Life Is Worth Living,"Ended up on a crossroad  
Try to figure out which way to go  
It's like you're stuck on a treadmill  
Running in the same place  
You got your hazard lights on now  
Hoping that somebody would slow down  
Praying for a miracle  
Who'll show you grace?  
Had a couple dollars and a quarter tank of gas  
With a long journey ahead  
Seen a truck pull over  
God sent an angel to help you out  
He gave you direction  
Showed you how to read a map  
With a long journey ahead  
Said it ain't over  
Oh, even in the midst of doubt  
  
Life is worth living  
Life is worth living, so live another day  
The meaning of forgiveness  
People make mistakes, doesn't mean you have to give in  
Life is worth living again  
  
Relationship on a ski slope  
Avalanche comin' down slow  
Do we have enough time to salvage this love?  
Feels like a blizzard in April  
'Cause my heart is just that cold  
Skating on thin ice  
But it's strong enough to hold us up  
Seen her scream and holler  
Put us both on blast  
Tearing each other down  
When I thought it was over  
God sent us an angel to help us out  
He gave us direction, showed us how to make it last  
For that long journey ahead  
Said it ain't ever over  
Oh, even in the midst of doubt  
  
Life is worth living  
Life is worth living, so live another day  
The meaning of forgiveness  
People make mistakes, doesn't mean you have to give in  
Life is worth living again  
Life is worth living again  
  
What I'd give for my affection  
Is a different perception  
From what the world may see  
They try to crucify me  
I ain't perfect, won't deny  
My reputation's on the line  
So I'm working on a better me  
  
Life is worth living  
Life is worth living, so live another day  
The meaning of forgiveness  
People make mistakes  
Only God can judge me  
Life is worth living again  
Another day  
Life is worth living again

"
